image_id,latitude,longitude,LST
448,37.90333,-122.515428,307.9887738
726,29.658982,-95.132513,308.0126237
520,37.9159,-122.503969,308.1129602
39,29.516763,-95.525591,308.1267398
909,29.971898,-95.402344,308.1541018
925,29.965831,-95.388729,308.1788087
53,32.430304,-81.778617,308.179648
803,34.516568,-82.734391,308.1869988
869,34.524911,-82.718223,308.2024259
912,29.965943,-95.382516,308.2041108
406,29.978978,-95.409767,308.2347464
719,29.591456,-95.123865,308.2752946
272,34.147265,-118.770187,308.3334096
829,34.515713,-82.731105,308.3717098
413,29.965718,-95.394943,308.4308436
729,29.594882,-95.135292,308.4878903
734,37.909648,-122.517662,308.5671757
678,29.594965,-95.130132,308.5848916
717,29.591374,-95.129025,308.6061111
568,34.388499,-118.604487,308.6290051
167,32.423983,-81.779627,308.6985839
68,32.41227,-81.777399,308.7091006
856,29.642881,-95.123911,308.7236392
858,34.523593,-82.74761,308.7866387
547,29.600624,-95.114766,308.8681876
77,37.307577,-122.069032,308.8858462
32,34.147498,-118.753924,308.886251
660,37.897968,-122.526838,308.8951546
817,34.515805,-82.724571,308.9085775
813,37.895073,-122.481362,308.9539699
908,29.96491,-95.389743,308.9996828
449,37.897875,-122.50409,309.0264024
585,37.906935,-122.515405,309.0674375
926,29.966544,-95.399107,309.1010288
144,29.515783,-95.529692,309.1293388
612,34.390458,-118.59256,309.1565279
795,29.640661,-95.149683,309.2291587
791,34.517485,-82.733321,309.2990916
588,29.586324,-95.10621,309.3221563
286,34.142929,-118.758167,309.3228107
66,34.147358,-118.763682,309.3428473
712,37.906981,-122.52678,309.435602
548,29.595047,-95.124973,309.4450579
452,37.897917,-122.514327,309.5959103
701,37.915924,-122.509657,309.660418
178,32.416687,-81.792326,309.6627265
16,32.421257,-81.782794,309.6664367
728,29.599474,-95.130227,309.6666073
89,32.411308,-81.786962,309.7003869
593,29.600475,-95.124054,309.8623913
914,29.965624,-95.400121,310.0049739
727,29.649128,-95.128174,310.140537
766,29.576927,-95.129753,310.152407
293,34.147421,-118.759345,310.1875175
741,29.590372,-95.135197,310.2467495
770,29.577191,-95.113245,310.2591999
589,29.586193,-95.114465,310.3356753
455,34.384936,-118.601156,310.3634835
85,37.325629,-122.072195,310.3750496
476,34.380725,-118.578237,310.3931364
934,30.500662,-97.777659,310.4225888
150,32.412309,-81.771019,310.4287386
586,29.580617,-95.12467,310.4812386
779,29.585879,-95.13407,310.4950402
924,29.973777,-95.398244,310.50173
718,29.595229,-95.113621,310.5044486
574,37.901578,-122.527952,310.51175
393,29.970038,-95.405407,310.5266269
179,32.421191,-81.793429,310.5451807
404,29.974356,-95.415872,310.551434
590,29.586111,-95.119624,310.6461965
731,29.578158,-95.109137,310.6675451
408,29.974451,-95.410694,310.6683645
555,37.898892,-122.532519,310.6795337
594,29.585946,-95.129943,310.7201063
746,29.658229,-95.123201,310.7242631
595,29.590703,-95.114559,310.7313817
715,29.5817,-95.113339,310.7992755
775,29.65798,-95.138689,310.8402827
136,37.321042,-122.062094,310.9477898
419,29.975391,-95.408644,310.961799
180,32.424792,-81.794524,310.9780146
839,29.639826,-95.145535,311.0586325
591,29.589899,-95.108349,311.0599922
88,34.142991,-118.753831,311.0763901
907,29.974546,-95.405516,311.0780043
910,29.974546,-95.405516,311.0780043
626,29.595311,-95.108461,311.1221395
738,29.658799,-95.143871,311.1318554
587,29.581618,-95.118498,311.1756131
546,29.59513,-95.119813,311.1970831
661,34.388839,-118.578389,311.2533402
569,34.388641,-118.593613,311.2589505
82,34.15185,-118.76486,311.2811627
60,37.31203,-122.062206,311.2836807
41,32.420388,-81.777469,311.3574565
50,32.416747,-81.782755,311.3576681
769,29.577009,-95.124594,311.4049549
525,34.392233,-118.594769,311.4728158
737,29.662656,-95.128458,311.4805809
67,32.412243,-81.781653,311.5451358
517,37.92043,-122.509628,311.6559238
420,29.970882,-95.408536,311.7111829
765,29.645437,-95.13326,311.7121603
747,29.654289,-95.143776,311.7189404
606,34.393248,-118.586086,311.7254988
714,29.581436,-95.129848,311.751708
129,37.325558,-122.063167,311.9201095
71,37.316625,-122.073435,311.9870864
679,29.59982,-95.108555,312.0051778
659,34.392105,-118.604556,312.0312231
749,29.649696,-95.148843,312.1187233
434,34.385162,-118.583758,312.1977252
423,27.667274,-97.375755,312.2213789
149,29.530561,-95.511493,312.2550011
133,37.316455,-122.051994,312.4122894
81,37.307397,-122.046466,312.4158626
677,34.403178,-118.585186,312.4631268
625,29.599623,-95.120939,312.4929644
94,37.326324,-122.046227,312.5373992
614,34.384331,-118.578304,312.5626214
138,37.330965,-122.0631,312.5700407
774,29.663224,-95.14913,312.5770135
592,29.591539,-95.118705,312.5975955
454,34.38412,-118.594615,312.6096181
866,29.640009,-95.134178,312.6880993
744,29.645354,-95.138422,312.7530705
680,43.666603,-116.661382,312.7872659
740,29.649863,-95.138518,312.7979943
673,34.38967,-118.583843,312.8407381
739,29.649045,-95.133336,312.9313343
725,29.663391,-95.138804,312.9388457
763,29.654206,-95.148939,312.9774011
748,29.654373,-95.138613,312.9982968
493,37.283827,-122.029842,313.0829154
91,37.321808,-122.045155,313.1340193
524,37.920406,-122.503939,313.1706205
732,29.577092,-95.119436,313.1802855
69,37.32636,-122.050741,313.2151798
84,37.325513,-122.057524,313.2204489
62,37.330019,-122.057468,313.2435566
750,29.64527,-95.143585,313.2630169
72,37.32114,-122.074508,313.3379778
134,37.324701,-122.068821,313.3703362
720,43.671105,-116.661356,313.3791193
573,34.388556,-118.600138,313.450146
575,34.388698,-118.589263,313.4865714
764,29.64978,-95.14368,313.6419102
527,34.393063,-118.600223,313.650715
762,29.662739,-95.123295,313.9018949
141,37.3165,-122.057636,313.9792569
61,37.31659,-122.068921,314.0767097
139,37.321096,-122.068865,314.1086589
135,37.33101,-122.068743,314.2220446
796,29.639943,-95.138308,314.3374042
777,29.6517,-95.136491,314.5190001
83,37.312074,-122.067848,314.5350286
90,37.329929,-122.046181,314.56849
143,29.512999,-95.533748,314.676879
131,37.321007,-122.05758,314.7203392
716,29.581766,-95.109212,314.9280279
130,37.31194,-122.050922,315.2431929
521,34.402149,-118.594957,315.2820507
761,29.662573,-95.133622,315.3055734
80,37.329965,-122.050696,315.3276872
137,37.307487,-122.057749,315.4916486
132,37.307433,-122.050979,315.5122767
58,37.316401,-122.045224,315.6529482
776,29.64921,-95.123011,315.7130803
59,37.310993,-122.045292,315.7584215
76,37.320952,-122.050809,316.1495151
140,37.311985,-122.056564,317.8522984
